Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Bacteriophage sp.		isolate: 101	38018	ASM1261561v1	GCA_012615615.1	GenBank		Complete Genome	16844	16844	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 107	38018	ASM1261563v1	GCA_012615635.1	GenBank		Complete Genome	17741	17741	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 103	38018	ASM1261564v1	GCA_012615645.1	GenBank		Complete Genome	18518	18518	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 98	38018	ASM1261568v1	GCA_012615685.1	GenBank		Complete Genome	19922	19922	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 97	38018	ASM1261570v1	GCA_012615705.1	GenBank		Complete Genome	20021	20021	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 95	38018	ASM1261571v1	GCA_012615715.1	GenBank		Complete Genome	20244	20244	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 91	38018	ASM1261572v1	GCA_012615725.1	GenBank		Complete Genome	20898	20898	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 88	38018	ASM1261578v1	GCA_012615785.1	GenBank		Complete Genome	21811	21811	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 82	38018	ASM1261579v1	GCA_012615795.1	GenBank		Complete Genome	23064	23064	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 76	38018	ASM1261584v1	GCA_012615845.1	GenBank		Complete Genome	24504	24504	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 71	38018	ASM1261586v1	GCA_012615865.1	GenBank		Complete Genome	25922	25922	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 70	38018	ASM1261587v1	GCA_012615875.1	GenBank		Complete Genome	25964	25964	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 47	38018	ASM1261590v1	GCA_012615905.1	GenBank		Complete Genome	32850	32850	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 43	38018	ASM1261591v1	GCA_012615915.1	GenBank		Complete Genome	34499	34499	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 39	38018	ASM1261592v1	GCA_012615925.1	GenBank		Complete Genome	35978	35978	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 33	38018	ASM1261593v1	GCA_012615935.1	GenBank		Complete Genome	39362	39362	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 11	38018	ASM1261598v1	GCA_012615985.1	GenBank		Complete Genome	46934	46934	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 10	38018	ASM1261599v1	GCA_012615995.1	GenBank		Complete Genome	47542	47542	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 505	38018	ASM1261604v1	GCA_012616045.1	GenBank		Complete Genome	5262	5262	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 356	38018	ASM1261605v1	GCA_012616055.1	GenBank		Complete Genome	6894	6894	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 406	38018	ASM1261606v1	GCA_012616065.1	GenBank		Complete Genome	6240	6240	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 178	38018	ASM1261609v1	GCA_012616095.1	GenBank		Complete Genome	5231	5231	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 428	38018	ASM1261610v1	GCA_012616105.1	GenBank		Complete Genome	6013	6013	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 143	38018	ASM1261611v1	GCA_012616115.1	GenBank		Complete Genome	6628	6628	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 352	38018	ASM1261616v1	GCA_012616165.1	GenBank		Complete Genome	6955	6955	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 325	38018	ASM1261617v1	GCA_012616175.1	GenBank		Complete Genome	7352	7352	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 270	38018	ASM1261622v1	GCA_012616225.1	GenBank		Complete Genome	8561	8561	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 168	38018	ASM1261625v1	GCA_012616255.1	GenBank		Complete Genome	12110	12110	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 78	38018	ASM1261626v1	GCA_012616265.1	GenBank		Complete Genome	24014	24014	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: 375	38018	ASM1261627v1	GCA_012616275.1	GenBank		Complete Genome	6575	6575	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 332	38018	ASM1261628v1	GCA_012616285.1	GenBank		Complete Genome	7229	7229	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 218	38018	ASM1261629v1	GCA_012616295.1	GenBank		Complete Genome	9997	9997	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 86	38018	ASM1261630v1	GCA_012616305.1	GenBank		Complete Genome	21949	21949	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 77	38018	ASM1261633v1	GCA_012616335.1	GenBank		Complete Genome	24016	24016	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 54	38018	ASM1262080v1	GCA_012620805.1	GenBank		Complete Genome	31634	31634	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 182	38018	ASM1262083v1	GCA_012620835.1	GenBank		Complete Genome	32162	32162	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 111	38018	ASM1262084v1	GCA_012620845.1	GenBank		Complete Genome	45555	45555	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 530	38018	ASM1262085v1	GCA_012620855.1	GenBank		Complete Genome	5096	5096	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 464	38018	ASM1262090v1	GCA_012620905.1	GenBank		Complete Genome	5667	5667	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 241	38018	ASM1262091v1	GCA_012620915.1	GenBank		Complete Genome	9320	9320	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 148	38018	ASM1262094v1	GCA_012620945.1	GenBank		Complete Genome	13426	13426	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 72	38018	ASM1262095v1	GCA_012620955.1	GenBank		Complete Genome	25564	25564	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 50	38018	ASM1262098v1	GCA_012620985.1	GenBank		Complete Genome	32202	32202	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 489	38018	ASM1262099v1	GCA_012620995.1	GenBank		Complete Genome	5489	5489	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 488	38018	ASM1262102v1	GCA_012621025.1	GenBank		Complete Genome	5493	5493	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 388	38018	ASM1262103v1	GCA_012621035.1	GenBank		Complete Genome	6456	6456	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 193	38018	ASM1262104v1	GCA_012621045.1	GenBank		Complete Genome	5218	5218	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 459	38018	ASM1262107v1	GCA_012621075.1	GenBank		Complete Genome	5731	5731	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 164	38018	ASM1262110v1	GCA_012621105.1	GenBank		Complete Genome	5845	5845	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 162	38018	ASM1262111v1	GCA_012621115.1	GenBank		Complete Genome	5932	5932	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 304	38018	ASM1262112v1	GCA_012621125.1	GenBank		Complete Genome	7786	7786	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 301	38018	ASM1262115v1	GCA_012621155.1	GenBank		Complete Genome	7839	7839	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 30	38018	ASM1262116v1	GCA_012621165.1	GenBank		Complete Genome	39830	39830	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 415	38018	ASM1262123v1	GCA_012621235.1	GenBank		Complete Genome	6188	6188	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 152	38018	ASM1262126v1	GCA_012621265.1	GenBank		Complete Genome	6400	6400	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 119	38018	ASM1262129v1	GCA_012621295.1	GenBank		Complete Genome	11591	11591	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 198	38018	ASM1262130v1	GCA_012621305.1	GenBank		Complete Genome	5058	5058	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 379	38018	ASM1262131v1	GCA_012621315.1	GenBank		Complete Genome	6557	6557	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 300	38018	ASM1262132v1	GCA_012621325.1	GenBank		Complete Genome	7844	7844	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 21	38018	ASM1262133v1	GCA_012621335.1	GenBank		Complete Genome	23639	23639	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 290	38018	ASM1262136v1	GCA_012621365.1	GenBank		Complete Genome	8018	8018	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 461	38018	ASM1262140v1	GCA_012621405.1	GenBank		Complete Genome	5694	5694	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 342	38018	ASM1262144v1	GCA_012621445.1	GenBank		Complete Genome	7155	7155	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 194	38018	ASM1262147v1	GCA_012621475.1	GenBank		Complete Genome	10723	10723	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 532	38018	ASM1262148v1	GCA_012621485.1	GenBank		Complete Genome	5070	5070	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 397	38018	ASM1262151v1	GCA_012621515.1	GenBank		Complete Genome	6339	6339	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 202	38018	ASM1262152v1	GCA_012621525.1	GenBank		Complete Genome	10513	10513	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 528	38018	ASM1262154v1	GCA_012621545.1	GenBank		Complete Genome	5102	5102	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 405	38018	ASM1262156v1	GCA_012621565.1	GenBank		Complete Genome	6245	6245	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 331	38018	ASM1262157v1	GCA_012621575.1	GenBank		Complete Genome	7246	7246	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 297	38018	ASM1262159v1	GCA_012621595.1	GenBank		Complete Genome	7921	7921	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 293	38018	ASM1262161v1	GCA_012621615.1	GenBank		Complete Genome	7989	7989	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 244	38018	ASM1262164v1	GCA_012621645.1	GenBank		Complete Genome	9270	9270	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 181	38018	ASM1262169v1	GCA_012621695.1	GenBank		Complete Genome	11504	11504	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 150	38018	ASM1262170v1	GCA_012621705.1	GenBank		Complete Genome	13276	13276	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 104	38018	ASM1262171v1	GCA_012621715.1	GenBank		Complete Genome	18448	18448	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 207	38018	ASM1262174v1	GCA_012621745.1	GenBank		Complete Genome	28874	28874	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 200	38018	ASM1262175v1	GCA_012621755.1	GenBank		Complete Genome	30045	30045	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 420	38018	ASM1262176v1	GCA_012621765.1	GenBank		Complete Genome	6143	6143	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 26	38018	ASM1262177v1	GCA_012621775.1	GenBank		Complete Genome	41333	41333	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 520	38018	ASM1262178v1	GCA_012621785.1	GenBank		Complete Genome	5166	5166	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 504	38018	ASM1262179v1	GCA_012621795.1	GenBank		Complete Genome	5271	5271	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 358	38018	ASM1262180v1	GCA_012621805.1	GenBank		Complete Genome	6885	6885	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 275	38018	ASM1262183v1	GCA_012621835.1	GenBank		Complete Genome	8432	8432	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 271	38018	ASM1262650v1	GCA_012626505.1	GenBank		Complete Genome	8560	8560	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 170	38018	ASM1262651v1	GCA_012626515.1	GenBank		Complete Genome	5618	5618	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 274	38018	ASM1262652v1	GCA_012626525.1	GenBank		Complete Genome	8434	8434	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 158	38018	ASM1262653v1	GCA_012626535.1	GenBank		Complete Genome	6383	6383	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 142	38018	ASM1262656v1	GCA_012626565.1	GenBank		Complete Genome	6657	6657	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 13	38018	ASM1262663v1	GCA_012626635.1	GenBank		Complete Genome	9536	9536	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 196	38018	ASM1262664v1	GCA_012626645.1	GenBank		Complete Genome	10641	10641	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 171	38018	ASM1262667v1	GCA_012626675.1	GenBank		Complete Genome	5295	5295	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 437	38018	ASM1262668v1	GCA_012626685.1	GenBank		Complete Genome	5978	5978	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 409	38018	ASM1262669v1	GCA_012626695.1	GenBank		Complete Genome	6220	6220	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 324	38018	ASM1262670v1	GCA_012626705.1	GenBank		Complete Genome	7373	7373	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 262	38018	ASM1262673v1	GCA_012626735.1	GenBank		Complete Genome	8705	8705	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 226	38018	ASM1262676v1	GCA_012626765.1	GenBank		Complete Genome	9743	9743	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 110	38018	ASM1262677v1	GCA_012626775.1	GenBank		Complete Genome	14015	14015	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 132	38018	ASM1262678v1	GCA_012626785.1	GenBank		Complete Genome	14883	14883	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 123	38018	ASM1262681v1	GCA_012626815.1	GenBank		Complete Genome	15449	15449	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 118	38018	ASM1262684v1	GCA_012626845.1	GenBank		Complete Genome	16209	16209	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 100	38018	ASM1262685v1	GCA_012626855.1	GenBank		Complete Genome	17242	17242	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 55	38018	ASM1262686v1	GCA_012626865.1	GenBank		Complete Genome	30396	30396	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 32	38018	ASM1262689v1	GCA_012626895.1	GenBank		Complete Genome	39647	39647	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 140	38018	ASM1262692v1	GCA_012626925.1	GenBank		Complete Genome	42653	42653	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 522	38018	ASM1262693v1	GCA_012626935.1	GenBank		Complete Genome	5152	5152	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 63	38018	ASM1262694v1	GCA_012626945.1	GenBank		Complete Genome	28117	28117	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 446	38018	ASM1262695v1	GCA_012626955.1	GenBank		Complete Genome	5884	5884	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 261	38018	ASM1262698v1	GCA_012626985.1	GenBank		Complete Genome	8711	8711	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 90	38018	ASM1262699v1	GCA_012626995.1	GenBank		Complete Genome	21493	21493	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 359	38018	ASM1262704v1	GCA_012627045.1	GenBank		Complete Genome	6853	6853	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 514	38018	ASM1262705v1	GCA_012627055.1	GenBank		Complete Genome	5211	5211	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 480	38018	ASM1262708v1	GCA_012627085.1	GenBank		Complete Genome	5530	5530	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 477	38018	ASM1262709v1	GCA_012627095.1	GenBank		Complete Genome	5544	5544	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 448	38018	ASM1262710v1	GCA_012627105.1	GenBank		Complete Genome	5865	5865	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 338	38018	ASM1262713v1	GCA_012627135.1	GenBank		Complete Genome	7197	7197	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 296	38018	ASM1262714v1	GCA_012627145.1	GenBank		Complete Genome	7921	7921	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 236	38018	ASM1262717v1	GCA_012627175.1	GenBank		Complete Genome	9458	9458	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 222	38018	ASM1262718v1	GCA_012627185.1	GenBank		Complete Genome	9896	9896	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 204	38018	ASM1262719v1	GCA_012627195.1	GenBank		Complete Genome	10491	10491	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 173	38018	ASM1262722v1	GCA_012627225.1	GenBank		Complete Genome	11747	11747	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 169	38018	ASM1262723v1	GCA_012627235.1	GenBank		Complete Genome	11931	11931	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 133	38018	ASM1262726v1	GCA_012627265.1	GenBank		Complete Genome	14846	14846	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 130	38018	ASM1262729v1	GCA_012627295.1	GenBank		Complete Genome	15008	15008	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 117	38018	ASM1262732v1	GCA_012627325.1	GenBank		Complete Genome	16289	16289	2020-01-21		PRJNA579886	SAMN13135889
Bacteriophage sp.		isolate: 298	38018	ASM1283727v1	GCA_012837275.1	GenBank		Complete Genome	7875	7875	2020-01-21		PRJNA579886	SAMN13135928
Bacteriophage sp.		isolate: contig405706	38018	ASM2053572v1	GCA_020535725.1	GenBank		Complete Genome	103248	103248	2021-02-08			
Bacteriophage sp.		isolate: phiEG37K	38018	ASM2077769v1	GCA_020777695.1	GenBank		Complete Genome	37025	37025	2021-11-02			
Bacteriophage sp.		isolate: ctLpZ231	38018	ASM2287370v1	GCA_022873705.1	GenBank		Complete Genome	41292	41292	2022-04-05			
Bacteriophage sp.		isolate: ctMlz233	38018	ASM2287375v1	GCA_022873755.1	GenBank		Complete Genome	40250	40250	2022-04-05			
Bacteriophage sp.		isolate: ctTH923	38018	ASM2287380v1	GCA_022873805.1	GenBank		Complete Genome	34712	34712	2022-04-05			
Bacteriophage sp.		isolate: ct22r276	38018	ASM2287381v1	GCA_022873815.1	GenBank		Complete Genome	41205	41205	2022-04-05			
Bacteriophage sp.		isolate: ctsm1931	38018	ASM2287382v1	GCA_022873825.1	GenBank		Complete Genome	44646	44646	2022-04-05			
Bacteriophage sp.		isolate: ctz7E20	38018	ASM2287385v1	GCA_022873855.1	GenBank		Complete Genome	35640	35640	2022-04-05			
Bacteriophage sp.		isolate: ctah5458	38018	ASM2287390v1	GCA_022873905.1	GenBank		Complete Genome	34188	34188	2022-04-05			
Bacteriophage sp.		isolate: ctSAF950	38018	ASM2287393v1	GCA_022873935.1	GenBank		Complete Genome	44624	44624	2022-04-05			
Bacteriophage sp.		isolate: ctpVu19	38018	ASM2287394v1	GCA_022873945.1	GenBank		Complete Genome	38548	38548	2022-04-05			
Bacteriophage sp.		isolate: ctf1D37	38018	ASM2576661v1	GCA_025766615.1	GenBank		Complete Genome	81361	81361	2021-06-15		PRJNA485056	SAMN09781723
Bacteriophage sp.		isolate: 0564_27152	38018	ASM2576664v1	GCA_025766645.1	GenBank		Complete Genome	168570	168570	2022-08-26		PRJNA862966	
Bacteriophage sp.		isolate: 3152_59814	38018	ASM2576666v1	GCA_025766665.1	GenBank		Complete Genome	167227	167227	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 3387_85790	38018	ASM2576667v1	GCA_025766675.1	GenBank		Complete Genome	168105	168105	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0090_1638	38018	ASM2576668v1	GCA_025766685.1	GenBank		Complete Genome	114309	114309	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0101_11130	38018	ASM2576671v1	GCA_025766715.1	GenBank		Complete Genome	90822	90822	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0458_39648	38018	ASM2576672v1	GCA_025766725.1	GenBank		Complete Genome	93079	93079	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0622_70405	38018	ASM2576675v1	GCA_025766755.1	GenBank		Complete Genome	91419	91419	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0827_110115	38018	ASM2576676v1	GCA_025766765.1	GenBank		Complete Genome	103187	103187	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0858_61023	38018	ASM2576677v1	GCA_025766775.1	GenBank		Complete Genome	90255	90255	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0935_15286	38018	ASM2576680v1	GCA_025766805.1	GenBank		Complete Genome	46819	46819	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 1056_42410	38018	ASM2576681v1	GCA_025766815.1	GenBank		Complete Genome	75849	75849	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 1121_2589	38018	ASM2576684v1	GCA_025766845.1	GenBank		Complete Genome	96939	96939	2022-09-01		PRJNA862966	
